Hour,Core Ess Current Amin,Core Ess Current Amax,Core Ess Brick Min Voltage Amin,Core Ess Brick Min Voltage Amax,Core Ess Brick Max Voltage Amin,Core Ess Brick Max Voltage Amax,Core Ess Brick Max Temp Amin,Core Ess Brick Max Temp Amax,Core Ess Brick Min Temp Amin,Core Ess Brick Min Temp Amax,Core System Ambient Temp Amin,Core System Ambient Temp Amax,Core System Link Voltage Amin,Core System Link Voltage Amax,Core Ess String Min Voltage Amin,Core Ess String Min Voltage Amax,Core Ess String Max Voltage Amin,Core Ess String Max Voltage Amax,Core System Humidity Amin,Core System Humidity Amax,Core Rect Algo Offset Voltage Amin,Core Rect Algo Offset Voltage Amax,Core Pack Active Count Amin,Core Pack Active Count Amax,Core Pack Online Count Amin,Core Pack Online Count Amax,Core Mppt Active Count Amin,Core Mppt Active Count Amax,Core Mppt Output Current Amin,Core Mppt Output Current Amax,Core Mppt Array Voltage Amin,Core Mppt Array Voltage Amax,Core Mppt Array Power Amin,Core Mppt Array Power Amax,Core Mppt Temp Amin,Core Mppt Temp Amax,Core Sum of Load Current Amin,Core Sum of Load Current Amax,Core Ess Max Soc Amin,Core Ess Max Soc Amax,Core Ess Min Soc Amin,Core Ess Min Soc Amax,Core Ess Max Soh Amin,Core Ess Max Soh Amax,Core Ess Min Soh Amin,Core Ess Min Soh Amax,Core Mppt Array Current Amin,Core Mppt Array Current Amax,Core Diagnostic Event Uid Amin,Core Diagnostic Event Uid Amax,Tel Status Rect Measured Current Amin,Tel Status Rect Measured Current Amax,Tel Status Rect Measured Ac Voltage Amin,Tel Status Rect Measured Ac Voltage Amax,Tel Status Rect Measured Ac Current Amin,Tel Status Rect Measured Ac Current Amax,Metric Solar Energy Provided Asum,Metric Load Energy Used Asum,Metric Load Current Calc Amin,Metric Load Current Calc Amax,Metric Load Current Estimate Amin,Metric Load Current Estimate Amax,Metric Load Measurement Amin,Metric Load Measurement Amax,Metric Battery Energy Provided Asum,Metric Battery Energy Consumed Asum,Metric Grid Energy Provided Asum,Metric Generator Energy Provided Asum,Metric Load Online Time Asum,Metric Run Time to Empty Amin,Metric Run Time to Empty Amax,Metric Load 0 Energy Asum,Metric Load 1 Energy Asum,Metric Load 2 Energy Asum,Metric Load 3 Energy Asum,Metric Cell Signal Quality Amin,Metric Cell Signal Quality Amax,Metric Network Online Time Asum,Metric Grid Online Time Asum,Metric Genset Online Time Asum,Metric Controller Online Time Asum,Metric Hvac Online Time Asum,Tel Core Diagnostic Event Uid Amin,Tel Core Diagnostic Event Uid Amax,Metric Load Online Time No Ac Asum,Metric Co 2 E Avoided Gram Asum,Metric Diesel Avoided Gal Asum,Metric Energy Savings Usd Asum,Metric Trees Saved Acres Yr Asum,Metric Distance Saved Mile Asum,Metric Noxe Avoided Gram Asum,Metric So 2 E Avoided Gram Asum,Metric Voce Avoided Gram Asum,Metric Pm 10 E Avoided Gram Asum,Metric Mppt Temp Amin,Metric Mppt Temp Amax,Metric Remaining Hours Amin,Metric Remaining Hours Amax,Metric Ess Soc Amin,Metric Ess Soc Amax,Core Load Ac Voltage Amin,Core Load Ac Voltage Amax,Metric Ac Meter Line to Line Voltage Amin,Metric Ac Meter Line to Line Voltage Amax,Metric Ac Meter Line Current Amin,Metric Ac Meter Line Current Amax,Metric Ac Meter Active Power Amin,Metric Ac Meter Active Power Amax,Metric Ac Meter Active Cumulative Energy Amin,Metric Ac Meter Active Cumulative Energy Amax,Metric Ac Meter Active Relative Solar Energy Asum,Metric Ac Meter Active Relative Grid Energy Asum,Metric Ac Meter Frequency Amin,Metric Ac Meter Frequency Amax
01/12/2025 00:00,-23.405,-16.626,3.7668898,3.8580716,3.8160012,3.888785,32.275974,32.722977,29.54759,29.889185,32.615868,33.903946,53.193,54.225002,53.193,54.225002,53.214,54.294,33.661484,40.231575,0.1,0.1,4,4,4,4,2,2,0,0,0.6893921,1.6287231,0,0,29,30,-23.291,-16.457,61.20627,68.59158,59.765995,67.229866,1,1,1,1,0,0,0,0,0,0,,,0,0,0,1.1031146,16.457,23.291,16.626,23.405,0.88107497,1.2532268,1.1108463,0,0,0,3599.8848,462.57327,675.72076,-1.1031146,0,0,0,77.77778,81.111115,3403.8237,0,0,3599.8848,0,,,3599.8848,8500.534,0.84997326,2.1249335,0.001011968,18.537495,1821.4924,0.7099778,145.13536,129.26595,29,30,6.92644,10.15447,67.0794,76.28459,,,,,,,,,,,,,,
01/12/2025 01:00,-23.779,-15.007,3.6974165,3.7941923,3.7498975,3.818155,31.736301,32.275974,29.136787,29.54759,32.66964,33.903946,52.266,53.259,52.254,53.259,52.314,53.319,34.26588,41.643,0.1,0.1,4,4,4,4,2,2,0,0,0.670166,1.6122437,0,0,29,29,-23.631,-15.062,54.370064,61.235672,52.75726,59.853565,1,1,1,1,0,0,0,0,0,0,,,0,0,0,1.0624945,15.062,23.631,15.007,23.779,0.7916135,1.2412655,1.0685241,0,0,0,3599.889,412.32364,647.4443,-1.0624945,0,0,0,77.77778,81.111115,3599.889,0,0,3599.889,0,,,3599.889,8500.53,0.8499738,2.1249344,0.001011969,18.53751,1821.4928,0.70997787,145.1353,129.26588,29,29,6.1129794,9.603366,58.435528,67.1874,,,,,,,,,,,,,,
01/12/2025 02:00,-23.549,-12.847,3.6405761,3.717837,3.6943648,3.750894,31.361322,31.744104,28.823675,29.139303,32.656837,33.957726,51.489002,52.302002,51.486,52.302002,51.543,52.368,34.29562,42.200237,0.1,0.1,4,4,4,4,2,2,0,0,0.34881592,1.2524414,0,0,28.5,29,-23.371,-12.631,48.75424,54.381462,47.092262,53.10791,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.94704247,12.631,23.371,12.847,23.549,0.65786034,1.2205667,0.9548885,0,0,0,3599.8782,370.04877,717.68994,-0.94704247,0,0,0,77.77778,81.111115,3407.8909,0,0,3599.8782,0,,,3599.8782,8500.515,0.8499718,2.12493,0.001011966,18.53749,1821.4895,0.7099765,145.13521,129.26575,28.5,29,5.393257,10.563147,51.448887,58.867985,,,,,,,,,,,,,,
01/12/2025 03:00,-23.439,-9.423,3.6089725,3.6697872,3.659219,3.6986358,31.098335,31.363878,28.598825,28.823675,32.66196,33.96541,51.012,51.585,51.012,51.585,51.078,51.621002,34.566303,42.662647,0.1,0.1,4,4,4,4,2,2,0,0,0.2746582,0.48614502,0,0,28.5,28.5,-23.369,-9.236,45.25162,48.781754,43.885185,47.58683,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.7874214,9.236,23.369,9.423,23.439,0.47219974,1.2021948,0.79408455,0,0,0,3599.887,350.56134,840.31647,-0.7874214,0,0,0,78.888885,81.111115,3599.887,0,0,3599.887,0,,,3599.887,8500.538,0.849973,2.1249325,0.001011968,18.53751,1821.4929,0.7099777,145.13536,129.26587,28.5,28.5,5.093083,12.202827,47.4936,52.058838,,,,,,,,,,,,,,
01/12/2025 04:00,-19.732,-8.987,3.5890927,3.6432827,3.6362448,3.6634402,30.953161,31.10338,28.537302,28.637142,32.66964,33.98333,50.733,51.153,50.733,51.153,50.802002,51.177002,35.0173,43.290966,0.1,0.1,4,4,4,4,2,2,0,0,0.27191162,0.368042,0,0,28.5,28.5,-19.349,-8.919,40.334953,45.426487,38.710938,44.698242,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.57796305,8.919,19.349,8.987,19.732,0.45356852,0.9873795,0.58584213,0,0,0,3598.221,396.5534,852.5385,-0.57796305,0,0,0,43.333332,81.111115,3406.2268,0,0,3598.221,0,,,3598.221,8496.607,0.84957975,2.1239493,0.001011501,18.528938,1820.6512,0.7096486,145.06833,129.20612,28.5,28.5,5.6487136,12.3297415,41.112198,48.49634,,,,,,,,,,,,,,
01/12/2025 05:00,-14.98,-8.339,3.5809143,3.6234827,3.6206057,3.640425,30.894678,30.955711,28.539888,28.614113,32.72086,34.029427,50.511,50.841,50.511,50.841,50.55,50.871002,35.26509,43.261436,0.1,0.1,4,4,4,4,2,2,0,0,0.23071289,0.49713135,0,0,28.5,28.5,-14.636,-8.139,37.904907,40.571865,36.63238,39.616016,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.5015094,8.139,14.636,8.339,14.98,0.41174388,0.7406841,0.50752115,0,0,0,3599.8816,433.96756,805.64276,-0.5015094,0,0,0,78.888885,81.111115,3599.8816,0,0,3599.8816,0,,,3599.8816,8500.515,0.84997237,2.1249297,0.001011966,18.537487,1821.4905,0.7099765,145.13515,129.2658,28.5,28.5,6.1073394,11.428627,38.548717,42.22843,,,,,,,,,,,,,,
01/12/2025 06:00,-13.996,-8.106,3.5599196,3.6067467,3.6029348,3.6226144,30.894678,30.922636,28.578297,28.683147,32.769512,34.083202,50.253002,50.616,50.253002,50.616,50.322,50.637,35.395596,43.830658,0.1,0.1,4,4,4,4,2,2,0,0,0.1071167,0.23071289,0,0,28.5,28.5,-13.676,-7.968,35.113586,38.134876,33.83777,37.329723,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.46867236,7.968,13.676,8.106,13.996,0.40158722,0.6891473,0.4750787,0,0,0,3599.887,428.1958,755.03265,-0.46867236,0,0,0,78.888885,82.22222,3527.8955,0,0,3599.887,0,,,3599.887,8500.529,0.84997284,2.1249313,0.001011968,18.537498,1821.4929,0.7099772,145.13539,129.26582,28.5,28.5,5.9736943,10.580529,35.10212,39.40875,,,,,,,,,,,,,,
01/12/2025 07:00,-14.092,-8.197,3.5426433,3.5843623,3.582896,3.6042054,30.92014,31.016777,28.637142,28.772612,32.66964,34.060158,49.989002,50.337,49.989002,50.334,50.061,50.361,35.450886,44.026142,0.1,0.1,4,4,4,4,2,2,0,0,0.101623535,0.12359619,0,0,28,28.5,-14.347,-8.044,32.23482,35.353687,30.921312,34.410744,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.4640818,8.044,14.347,8.197,14.092,0.40423512,0.7215824,0.4721241,0,0,0,3599.8843,385.92157,679.2114,-0.4640818,0,0,0,78.888885,82.22222,3599.8843,0,0,3599.8843,0,,,3599.8843,8500.524,0.8499734,2.1249337,0.001011968,18.537516,1821.4907,0.70997787,145.13545,129.26591,28,28.5,5.3298593,9.37747,31.505255,35.80877,,,,,,,,,,,,,,
01/12/2025 08:00,-17.001,-8.207,3.5029721,3.564779,3.5580792,3.5845962,31.014238,31.23097,28.752142,28.968908,32.705494,34.060158,49.614002,50.067,49.614002,50.067,49.677002,50.079,35.383316,44.00239,0.1,0.1,4,4,4,4,2,2,0,0,0.09887695,0.4586792,0,0,28,28.5,-16.985,-8.105,28.643433,32.461987,27.181751,31.42462,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.48083115,8.105,16.985,8.207,17.001,0.40540397,0.8455473,0.4891145,0,0,0,3599.881,262.18362,616.05774,-0.48083115,0,0,0,77.77778,81.111115,3531.8674,0,0,3599.881,0,,,3599.881,8500.518,0.8499719,2.1249297,0.001011967,18.537472,1821.4905,0.7099764,145.13506,129.26575,28,28.5,3.5060112,8.379747,26.893253,32.125984,,,,,,,,,,,,,,
01/12/2025 09:00,-17.194,-8.319,3.4887323,3.5418074,3.532928,3.5611157,31.228365,31.445847,28.956131,29.18249,32.646595,34.044792,49.260002,49.722,49.260002,49.722,49.347,49.746002,35.392323,44.120834,0.1,0.1,4,4,4,4,2,2,0,0,0.101623535,0.5657959,0,0,28,28,-18.195,-8.121,24.792656,28.836096,23.34763,27.941816,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.5002819,8.121,18.195,8.319,17.194,0.40198952,0.90376383,0.5091238,0,0,0,3599.8838,204.79251,508.3276,-0.5002819,0,0,0,76.666664,81.111115,3599.8838,0,0,3599.8838,0,,,3599.8838,8500.53,0.84997225,2.1249309,0.001011968,18.537489,1821.4908,0.7099766,145.13531,129.26585,28,28,2.6108508,6.722857,22.16463,27.830643,,,,,,,,,,,,,,
01/12/2025 10:00,-19.68,-9.112,3.4390507,3.5155299,3.4973986,3.5363176,31.443306,31.705395,29.17994,29.463957,32.682446,34.0704,48.72,49.365,48.72,49.365,48.807,49.404,35.579987,43.818497,0.1,0.1,4,4,4,4,2,2,0,0.5566406,0.10986328,51.528625,0,6.591797,28,28.5,-19.341,-8.969,19.193888,25.108912,17.277107,24.214983,1,1,1,1,0,0.13413067,0,0,0,0,,,0,0,0.001883037,0.66592205,8.969,19.341,9.112,19.68,0.44243178,0.95059085,0.67228085,0,0,0,3599.8916,116.83399,384.71512,-0.66592205,0,0,0,77.77778,82.22222,3407.8948,0,0,3599.8916,0,,,3599.8916,8500.535,0.8499735,2.1249342,0.001011969,18.537527,1821.4935,0.70997864,145.13562,129.26614,28,28.5,1.3501334,4.921802,14.677856,23.234339,,,,,,,,,,,,,,
01/12/2025 11:00,-21.662,-0.834,3.4177704,3.476474,3.4631574,3.5001497,31.700218,31.80341,29.461426,29.598166,32.66708,34.06528,48.297,48.816,48.297,48.816,48.342,48.888,35.609955,43.924694,0.1,0.1,4,4,4,4,2,2,0,8.537598,48.787537,52.630005,6.262207,1320.227,28.5,28.5,-23.314,-10.142,14.612324,19.440334,13.414201,18.102386,1,1,1,1,0.12746687,26.302599,0,0,0,0,,,0,0,0.14822394,0.75778556,10.142,23.314,8.619644,21.923231,0.49469635,1.1283743,0.5344854,0,0,0,3603.8892,48.95766,214.14148,-0.75778556,0,0,0,77.77778,82.22222,3603.8892,0,0,3603.8892,0,,,3603.8892,8509.9795,0.85091776,2.1272955,0.001013093,18.558123,1823.517,0.71076727,145.29677,129.40956,28.5,28.5,0.48277348,2.4735644,9.9137335,15.695673,,,,,,,,,,,,,,
01/12/2025 12:00,-8.769,21.037,3.4302666,3.4979036,3.461744,3.5356224,31.602392,31.738878,29.362661,29.552624,32.53136,34.06784,48.315,49.143,48.315,49.143,48.351,49.170002,34.808308,44.15605,0.1,0.1,4,4,4,4,2,2,7.7148438,21.030273,48.83423,49.86969,439.7827,1025.9033,28.5,29.5,-24.552,-12.794,14.556295,22.601625,13.918772,21.740232,1,1,1,1,9.004105,20.714365,0,0,0,0,,,0,0,0.77057445,0.96175236,12.794,24.552,-1.1004772,22.894,0.620445,1.1941111,0.029613858,0.38010016,0,0,3598.5798,48.213207,212.95685,-0.96175236,0,0,0,76.666664,82.22222,3406.5774,0,0,3598.5798,0,,,3598.5798,8497.45,0.84966487,2.1241632,0.001011601,18.530777,1820.8324,0.70972055,145.08276,129.21889,28.5,29.5,0.48858353,2.6324205,10.536021,20.182228,,,,,,,,,,,,,,
01/12/2025 13:00,-1.522,21.746,3.4924347,3.5436916,3.5115972,3.5757086,31.49719,31.610209,29.174894,29.38032,32.33162,33.860413,49.047,49.761,49.047,49.761,49.11,49.809002,34.010883,42.389954,0.1,0.1,4,4,4,4,2,2,14.055176,22.70752,49.779053,52.20703,706.2012,1139.9414,29.5,30.5,-25.194,-14.44,22.160376,29.324608,21.43092,28.3114,1,1,1,1,14.173419,22.746904,0,0,0,0,,,0,0,0.9967124,1.0066867,14.44,25.194,-0.080984116,15.789578,0.70949495,1.2402251,0.000106537,0.6730806,0,0,3599.88,120.93416,259.33395,-1.0066867,0,0,0,76.666664,82.22222,3599.88,0,0,3599.88,0,,,3599.88,8500.5205,0.8499725,2.1249323,0.001011967,18.537485,1821.49,0.7099766,145.13527,129.26575,29.5,30.5,1.4949337,3.4447286,19.800753,28.28645,,,,,,,,,,,,,,
01/12/2025 14:00,12.512,36.001,3.5380876,3.6027718,3.5532136,3.6547704,31.379297,31.50229,28.877169,29.190098,32.085785,33.62226,49.671,50.619,49.671,50.619,49.713,50.673,33.508877,38.008945,0.1,0.1,4,4,4,4,2,2,20.456543,31.298828,50.43274,72.66907,1123.7915,1608.9478,30.5,32,-24.318,-14.421,29.147408,38.916084,28.3202,36.79065,1,1,1,1,15.840956,31.32027,0,0,0,0,,,0,0,1.2856364,0.99813765,14.421,24.318,-4.9194794,9.428918,0.72928435,1.2142428,0,1.1422255,0,0,3600.016,181.09387,420.274,-0.99813765,0,0,0,43.333332,82.22222,3412.018,0,0,3600.016,0,,,3600.016,8500.846,0.8500039,2.1250105,0.001012005,18.5382,1821.5599,0.710004,145.14076,129.27063,30.5,32,2.4154162,5.8867397,28.297302,38.743908,,,,,,,,,,,,,,
01/12/2025 15:00,17.622,102.879,3.5973058,3.6986575,3.6206634,3.8818417,31.348488,32.669994,28.833855,29.873983,32.085785,33.56592,50.394,52.458,50.394,52.458,50.517002,52.515,33.414402,38.705116,0.1,0.1,4,4,4,4,2,2,22.219238,74.30176,51.281433,74.27307,888.79395,4106.36,32,35.5,-24.166,-13.417,37.91448,58.648262,36.620426,51.93961,1,1,1,1,11.966571,76.05067,0,0,0,0,,,0,0,1.9100034,0.9937291,13.417,24.166,-38.511024,7.221695,0.6979121,1.2239838,0,2.1186528,0,0,3599.751,260.8258,667.7212,-0.9937291,0,0,0,76.666664,81.111115,3403.7588,0,0,3599.751,0,,,3599.751,8500.212,0.8499408,2.124853,0.001011931,18.53682,1821.4243,0.70995146,145.13,129.2611,32,35.5,3.6724718,9.787923,38.53397,57.42712,,,,,,,,,,,,,,
01/12/2025 16:00,32.969,131.424,3.6761472,3.8679495,3.745161,4.052066,32.667446,35.424408,29.876486,32.226353,33.099854,33.937237,51.702,54.771,51.765,54.771,51.819,54.888,32.92704,34.53978,0.1,0.1,3,4,3,4,2,2,24.299316,90.20508,52.717896,99.47296,13.183594,5078.1006,35,43,-23.864,-7.756,50.8673,72.54235,48.58762,68.94613,1,1,1,1,0.13253444,86.68112,0,116,0,0,,,0,0,2.4365811,0.8839101,7.756,23.864,-59.070686,1.2512589,0.42329147,1.2492437,0,3.0119367,0,0,3319.8096,389.70544,1141.1962,-0.8839101,0,0,0,76.666664,81.111115,3131.823,0,0,3319.8096,0,,,3319.8096,7839.1743,0.78384364,1.9596092,0.000933235,17.095255,1679.777,0.6547399,133.84352,119.20879,35,43,5.7417436,17.25226,53.29311,78.40126,,,,,,,,,,,,,,
01/12/2025 18:00,-0.001,118.701,3.785395,4.0120955,3.7960165,4.0405803,33.106625,36.472763,31.78018,33.52539,32.075542,35.76056,53.067,56.424,53.067,56.424,53.109,56.475002,32.929577,38.940346,0.1,0.17,3,3,3,3,0,2,0,75.36377,0,95.861206,0,4447.3755,0,49.5,-20.868,0.001,59.513023,83.57264,59.426823,83.179344,1,1,1,1,0,67.15938,0,128,0,0,,,0,0,3.2589386,0.66975373,0,20.868,-54.414894,28.571777,0,1.1658742,1.76E-07,3.1119628,0,0,3515.7522,470.68918,1933.517,-0.6697539,0,0,0,76.666664,81.111115,3311.8916,0,0,3555.526,7.985517,,,3515.7522,8301.865,0.83010805,2.0752707,0.000988317,18.104256,1778.9224,0.6933843,141.74344,126.24489,0,49.5,0,29.450356,66.6611,95.955086,,,,,,,,,,,,,,
01/12/2025 19:00,2.33,27.4,4.002463,4.0333157,4.0207934,4.0516186,35.338757,36.314293,32.65417,33.449203,35.755436,35.991035,56.229,56.58,56.229,56.58,56.268,56.685,32.381516,33.38798,0.1,0.1,3,3,3,3,2,2,21.420898,44.057617,57.15912,95.63873,1161.0352,2550.6958,45.5,48.5,-22.134,-8.91,82.914154,85.29124,82.61921,85.00062,1,1,1,1,14.447151,36.59044,0,0,0,0,,,0,0,1.7052516,0.9840122,8.91,22.134,8.482403,25.542414,0.502818,1.250549,0,0.689358,0,0,3599.8826,498.9422,1232.4397,-0.9840122,0,0,0,76.666664,81.111115,3599.8826,0,0,3599.8826,0,,,3599.8826,8500.526,0.8499727,2.1249318,0.001011968,18.537498,1821.4918,0.70997727,145.1354,129.26581,45.5,48.5,7.681165,18.967937,95.264275,98.20126,,,,,,,,,,,,,,
01/12/2025 20:00,-3.92,7.366,4.0213604,4.0364714,4.0351,4.0521035,34.679703,35.338757,31.974068,32.656807,35.783607,35.952625,56.409,56.607002,56.409,56.607002,56.472,56.682,32.24175,33.302544,0.1,0.1,3,3,3,3,2,2,17.827148,28.005371,74.86908,94.13635,985.47363,1611.5845,40.5,45.5,-22.403,-13.392,84.81639,85.44939,84.54474,85.153946,1,1,1,1,12.5109415,18.90436,0,0,0,0,,,0,0,1.2059666,0.99304664,13.392,22.403,12.932969,24.930742,0.7567551,1.2653438,0.000375676,0.18598098,0,0,3599.8877,494.6794,827.9363,-0.99304664,0,0,0,76.666664,81.111115,3527.8945,0,0,3599.8877,0,,,3599.8877,8500.537,0.8499731,2.1249332,0.001011968,18.537514,1821.492,0.7099775,145.13542,129.26598,40.5,45.5,7.6179957,12.75057,97.63902,98.39036,,,,,,,,,,,,,,
01/12/2025 21:00,-17.428,5.59,3.970351,4.0340424,3.989523,4.0501,34.15133,34.679703,31.38951,31.974068,35.056324,35.84507,55.659,56.55,55.659,56.55,55.707,56.628002,31.93061,33.232845,0.1,0.1,3,3,3,3,2,2,2.915039,23.759766,56.098938,75.772705,167.8711,1486.7798,36,40.5,-22.535,-11.836,79.655495,85.09623,79.35541,84.845146,1,1,1,1,2.9919717,20.052603,0,0,0,0,,,0,0,0.58313,0.9680611,11.836,22.535,8.530691,21.577919,0.66804755,1.2602966,0.30296856,0.0333862,0,0,3599.8867,466.9597,932.87524,-0.9680611,0,0,0,77.77778,81.111115,3599.8867,0,0,3599.8867,0,,,3599.8867,8500.54,0.8499743,2.1249344,0.001011969,18.537523,1821.4937,0.709978,145.13551,129.26613,36,40.5,7.162252,14.363188,91.23902,98.00952,,,,,,,,,,,,,,
01/12/2025 22:00,-22.584,-8.925,3.8915188,3.9796054,3.9155784,3.9937837,33.46279,34.154076,30.628067,31.38951,33.2996,35.05376,54.591,55.749,54.591,55.749,54.618,55.797,31.884003,33.15534,0.1,0.1,3,3,3,3,2,2,0,3.244629,16.171875,61.38611,0,167.32178,33,36,-22.431,-11.549,71.91807,79.70514,71.66174,79.373116,1,1,1,1,0,2.9824734,0,0,0,0,,,0,0,0.047793146,0.9557654,11.549,22.431,11.113067,22.615738,0.63978326,1.2284337,0.88619465,0,0,0,3599.879,430.6266,878.6352,-0.9557654,0,0,0,77.77778,81.111115,3531.8796,0,0,3599.879,0,,,3599.879,8500.514,0.84997123,2.124927,0.001011966,18.53748,1821.4886,0.7099766,145.1352,129.26567,33,36,6.5586066,13.441128,81.75043,91.260864,,,,,,,,,,,,,,
01/12/2025 23:00,-23.163,-14.591,3.8135126,3.9012127,3.8382823,3.9223716,32.818436,33.465508,30.081347,30.630617,32.380272,33.65299,53.478,54.669,53.478,54.669,53.508,54.735,31.900894,37.771564,0.1,0.1,3,3,3,3,2,2,0,0,0.7772827,15.960388,0,0,30.5,33,-23.034,-14.26,63.754963,72.00121,63.390358,71.66917,1,1,1,1,0,0,0,0,0,0,,,0,0,0,1.0555544,14.26,23.034,14.591,23.163,0.7734624,1.2425231,1.063912,0,0,0,3599.8882,370.0306,639.83215,-1.0555544,0,0,0,77.77778,81.111115,3599.8882,0,0,3599.8882,0,,,3599.8882,8500.531,0.8499731,2.124934,0.001011968,18.537504,1821.4926,0.7099771,145.13553,129.26581,30.5,33,5.574264,9.700747,71.54933,81.75958,,,,,,,,,,,,,,
02/12/2025 00:00,-24.38,-17.071,3.7062852,3.8182554,3.741201,3.8425658,32.12739,32.818436,29.451324,30.08383,32.33674,33.806637,52.086002,53.505,52.086002,53.499,52.128002,53.562,33.45906,39.200954,0.1,0.1,3,3,3,3,2,2,0,0,0.8267212,1.9500732,0,0,29.5,30.5,-24.123,-16.119,53.48672,63.799393,52.63768,63.288506,1,1,1,1,0,0,0,0,0,0,,,0,0,0,1.1113447,16.119,24.123,17.071,24.38,0.8571762,1.2737668,1.1185824,0,0,0,3599.884,297.89014,499.9409,-1.1113447,0,0,0,77.77778,81.111115,3531.8784,0,0,3599.884,0,,,3599.884,8500.523,0.84997267,2.1249316,0.001011967,18.53748,1821.4899,0.70997643,145.13527,129.26575,29.5,30.5,4.405002,7.493223,58.28805,71.42371,,,,,,,,,,,,,,
02/12/2025 01:00,-24.658,-16.139,3.626042,3.718527,3.6608195,3.744282,31.574154,32.12739,28.928171,29.451324,32.344425,33.829685,50.976,52.158,50.976,52.158,51.003002,52.206,34.05254,40.184677,0.1,0.1,3,3,3,3,2,2,0,0,1.0931396,2.0736694,0,0,29,29.5,-24.373,-16.529,45.102634,53.534603,44.481976,52.8717,1,1,1,1,0,0,0,0,0,0,,,0,0,0,1.0545074,16.529,24.373,16.139,24.658,0.85185504,1.2512124,1.0610266,0,0,0,3599.882,241.13365,404.6509,-1.0545074,0,0,0,78.888885,81.111115,3599.882,0,0,3599.882,0,,,3599.882,8500.519,0.84997135,2.1249304,0.001011966,18.537481,1821.4888,0.70997655,145.13533,129.26576,29,29.5,3.4882188,5.9569464,48.22962,58.576668,,,,,,,,,,,,,,
02/12/2025 02:00,-24.16,-15.124,3.5737891,3.6447136,3.6103835,3.6673477,31.241207,31.574154,28.657625,28.925615,32.33674,33.827126,50.268,51.087,50.268,51.087,50.328,51.135002,34.30599,40.581715,0.1,0.1,3,3,3,3,2,2,0,0,0.83221436,2.0214844,0,0,28.5,29,-23.93,-14.722,36.197514,45.286366,35.06222,44.800114,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.98159415,14.722,23.93,15.124,24.16,0.7423421,1.2097334,0.9887869,0,0,0,3602.482,185.54652,365.3314,-0.98159415,0,0,0,77.77778,81.111115,3602.482,0,0,3602.482,0,,,3602.482,8506.664,0.85058546,2.1264665,0.001012698,18.550886,1822.8058,0.7104892,145.24004,129.35909,28.5,29,2.5900595,5.2801266,36.612236,48.62198,,,,,,,,,,,,,,
02/12/2025 03:00,-24.712,-10.492,3.531795,3.5965123,3.5707927,3.617928,31.18503,31.2437,28.652554,28.747087,32.423805,33.91931,49.731,50.388,49.731,50.388,49.743,50.442,34.60607,41.500664,0.1,0.1,3,3,3,3,2,2,0,0,0.6289673,2.2384644,0,0,28.5,28.5,-23.799,-10.465,30.1914,36.32286,29.3711,35.683826,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.85016596,10.465,23.799,10.492,24.712,0.5228837,1.1952572,0.8581,0,0,0,3599.884,151.38928,350.98535,-0.85016596,0,0,0,77.77778,81.111115,3599.884,0,0,3599.884,0,,,3599.884,8500.528,0.8499721,2.1249309,0.001011967,18.537489,1821.491,0.7099771,145.13535,129.26595,28.5,28.5,2.035703,4.777823,29.593376,37.378864,,,,,,,,,,,,,,
02/12/2025 04:00,-22.648,-9.217,3.505217,3.5636983,3.5374923,3.5794106,31.202822,31.471478,28.747087,29.164719,32.395638,33.914192,49.296,49.893,49.296,49.893,49.377,49.956,34.928288,42.09353,0.1,0.1,3,3,3,3,2,2,0,0,0.87615967,2.0791626,0,0,28,28.5,-22.044,-9.152,25.34505,31.042835,25.087805,30.627707,1,1,1,1,0,0,0,0,0,0,,,0,0,0,0.624345,9.152,22.044,9.217,22.648,0.45349076,1.0966009,0.62831855,0,0,0,3599.8792,155.90164,341.87137,-0.624345,0,0,0,78.888885,81.111115,3411.886,0,0,3599.8792,0,,,3599.8792,8500.522,0.8499722,2.1249292,0.001011968,18.53747,1821.4902,0.7099765,145.13521,129.26584,28,28.5,2.092235,4.585831,24.31079,31.14315,,,,,,,,,,,,,,
