day,hour,dayofweek,dayofyear,weekofyear,Core Ess Current Avg,Core Ess Brick Min Voltage Avg,Core System Ambient Temp Avg,Core System Link Voltage Avg,Core System Humidity Avg,Core Mppt Output Current Avg,Core Mppt Array Voltage Avg,Core Sum of Load Current Avg,Core Ess Max Soc Avg,Metric Solar Energy Provided Asum,Metric Load Energy Used Asum,Metric Load Measurement Avg,Metric Battery Energy Provided Asum,Metric Battery Energy Consumed Asum,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),direct_normal_irradiance (W/m²)
8,12,0,342,50,7.6375,4.0240483,35.144673,56.5005,33.360415,20.397949,92.74933,-12.865,84.990385,1.1871467,0.7512745,0.72672516,0,0.3872607,30.8,63,0,808.2
8,13,0,342,50,3.8435,4.0261105,35.664526,56.517,33.282107,19.2993165,88.4481825,-15.005,85.214226,1.1705931,0.945617,0.848006775,0,0.18224439,31.1,59,0,802.6
8,14,0,342,50,-0.1775,4.0240565,36.3866935,56.490001,33.175352,18.8867185,90.4888925,-15.421,84.984297,1.1708997,0.96801984,0.8719241,0.00553274,0.15228958,31.1,58,0,149.3
8,15,0,342,50,3.0685,4.0267645,36.7964365,56.521501,33.217252,19.204102,92.473295,-15.4515,85.29936,1.1650286,0.96212786,0.880746035,5.04E-05,0.15242204,28.1,78,0.9,87.7
8,16,0,342,50,-3.447,4.016922,37.2292275,56.3835,33.074032,17.1228027,88.18863,-15.578,84.320503,1.0141658,0.9427318,0.87316951,0.064586945,0.10587858,27.4,76,0.7,225.5
8,17,0,342,50,-11.1135,3.97347795,36.2074365,55.767,32.90488,5.3833008,77.949373,-15.7225,80.03618,0.30224752,0.94899976,0.9552633,0.60010594,0,27.6,76,0.1,369.7
8,18,0,342,50,-13.541,3.908852,34.2214965,54.849,32.730944,2.32666015,62.3117085,-17.11,73.41803,0.12125201,0.94844764,0.86040619,0.82727,0,26.5,83,0,46.1
8,19,0,342,50,-17.709,3.83386075,33.069127,53.817,36.2849635,0.034179688,24.02572634,-17.5985,65.79302,2.37E-05,1.0049942,0.94618748,1.0103178,0,26.3,86,0,0
8,20,0,342,50,-19.687,3.7491931,33.128025,52.6245,37.544691,0,0.196380615,-19.441,57.006338,0,1.0133734,1.03772895,1.0200111,0,26.2,86,0,0
8,21,0,342,50,-19.538,3.67061335,33.122903,51.519,38.031402,0,0.211486815,-19.441,48.806008,0,0.99821144,0.9936562,1.0062201,0,25.2,92,0,0
8,22,0,342,50,-19.0275,3.61148215,33.16772,50.7,39.0975915,0,0.23071289,-18.898,40.7795025,0,0.9242931,0.95882045,0.93089145,0,24.6,95,0,0
8,23,0,342,50,-16.4475,3.5735699,33.154914,50.106,39.334029,0,0.3199768,-16.5225,33.6605485,0,0.8177649,0.830208665,0.8249579,0,24.4,97,0,0
9,0,1,343,50,-14.896,3.5405144,33.2048515,49.668001,39.5296075,0,0.937957785,-14.929,28.715291,0,0.5926119,0.74308763,0.59951186,0,24,97,0,0
9,1,1,343,50,-11.7535,3.50670755,33.2227745,49.185,39.93556,0,1.13983155,-11.4655,23.8965525,0,0.49132127,0.565211195,0.49899668,0,24.3,96,0,0
9,2,1,343,50,-11.176,3.46660285,33.193327,48.648001,39.991212,0,1.29638675,-10.906,18.2914905,0,0.44244352,0.532862485,0.44926482,0,24.3,96,0,0
9,3,1,343,50,-10.307,3.42434635,33.1549145,48.105,40.14023,0,1.27990725,-10.906,13.5594715,0,0.42934924,0.483600065,0.4363902,0,24.1,95,0,0
9,4,1,343,50,-11.481,3.38198725,33.188206,47.478,40.0561465,0,1.377410875,-10.0755,10.9480425,0,0.4598947,0.541649065,0.46659335,0,23.8,99,0,0
9,5,1,343,50,-3.5135,3.395984917,31.670973,47.6965,42.881386,2.845459,28.28109725,-7.574333334,11.95844667,0.075054287,0.306596467,0.42821067,0.311062311,0.105844833,23.4,98,0.1,0
9,6,1,343,50,4.454,3.409982583,30.15374,47.915,45.7066255,5.690918,55.18478363,-3.787166667,12.96885083,0.150108573,0.153298233,0.314772275,0.155531272,0.211689667,23.4,97,0,0
9,7,1,343,50,12.4215,3.42398025,28.636507,48.1335,48.531865,8.536377,82.08847,-3.787166667,13.979255,0.22516286,0,0.20133388,2.33E-07,0.3175345,23.9,97,0,58.6
9,8,1,343,50,50.917,3.55945375,31.501953,50.2755,48.058094,38.5229495,85.49835,-5.7255,33.5592205,1.850013,0.11116707,0.5375934,0,2.5011756,25.3,88,0,409.6
9,9,1,343,50,65.7475,3.78216495,33.7323725,53.7,41.181065,49.8229975,89.807739,-10.5155,64.186455,3.1691773,0.4310214,0.66010923,0,4.023042,27.2,78,0,424.5
9,10,1,343,50,62.1155,3.96039475,34.814325,55.7535,33.98324,51.837159,90.8033755,-12.425,79.354355,3.157644,0.43465757,0.591061435,0,2.9881897,28.8,72,0,610.6
9,11,1,343,50,10.755,4.0194822,35.84763,56.416502,32.941332,26.3305665,91.98303,-14.723,84.705122,1.4243331,0.82045335,0.83172583,0,0.5456547,29.6,70,0,751.6
9,12,1,343,50,-0.8875,4.02170255,36.338038,56.442001,32.71634,18.1677245,90.848695,-15.4525,84.860845,1.1814978,0.93891025,0.87317233,0.016557332,0.20703894,30,69,0.3,762.8
9,13,1,343,50,-0.188,4.01865975,36.6927185,56.425501,32.778805,15.991211,90.27054,-15.4525,84.812637,1.183882,0.96636283,0.88144273,0.015641348,0.1724269,30.6,65,0.1,739.4
9,14,1,343,50,-1.535,4.02319405,36.6671125,56.478,32.7876215,17.2485355,92.701265,-15.302,84.88697,1.1817278,0.9794592,0.864761725,0.00837081,0.15401192,31.3,62,0,795.1
9,15,1,343,50,-1.806,4.0244026,36.3444425,56.460001,32.704645,17.961426,90.20462,-15.295,85.0786975,1.1065242,0.8906971,0.864471335,0.001620155,0.14458433,30.6,64,0,629.3
9,16,1,343,50,-1.8355,4.01706835,34.8373735,56.3895,32.413463,15.7348635,91.834715,-14.933,84.34869,0.8653208,0.85530543,0.816731975,0.05052321,0.057846315,28.2,76,0.9,550.9
9,17,1,343,50,-6.6625,3.98277655,33.327768,55.8825,32.6107525,6.6784665,80.196075,-14.933,80.62479,0.3395812,0.8897243,0.838005175,0.48712876,0.002150195,27.5,78,0,271.2
9,18,1,343,50,-13.618,3.9200218,33.1254635,54.999,35.5173915,2.0617675,55.095063,-15.374,74.431535,0.088527866,0.91150093,0.8507813,0.8276316,0,26.6,81,0,64.2
9,19,1,343,50,-17.319,3.849914,33.2112505,54.033,37.381586,0,17.58636491,-17.152,67.241274,0,0.95876324,0.9312392,0.96629006,0,26.4,83,0,0
9,20,1,343,50,-19.4545,3.7635975,33.156195,52.845,37.724783,0,0.22247314,-19.1525,58.4522115,0,1.0185882,1.0175583,1.0243094,0,26.8,81,0,0
9,21,1,343,50,-19.559,3.68122665,33.142111,51.672001,38.2952745,0,0.36117555,-19.1525,49.9142685,0,1.0061544,1.00323685,1.013828,0,26.5,82,0,0
9,22,1,343,50,-19.147,3.61906575,33.168999,50.811,38.845147,0,0.624847425,-19.1505,41.8009455,0,0.9566167,0.97222637,0.96321857,0,26,84,0,0
9,23,1,343,50,-16.567,3.5782063,33.192047,50.229002,39.1893735,0,0.796508785,-16.696,34.95262,0,0.81274045,0.8375909,0.82040125,0,24.5,95,2.6,0
10,0,2,344,50,-13.7555,3.55146965,33.218935,49.8075,39.4553165,0,0.920104985,-14.0055,30.254283,0,0.59365606,0.69739967,0.5993785,0,24.5,97,0,0
10,1,2,344,50,-12.383,3.5188451,33.225337,49.3605,39.8105335,0,1.183776875,-12.1615,25.538153,0,0.49999735,0.60181123,0.5073952,0,24.9,96,0,0
10,2,2,344,50,-10.2405,3.47883975,33.250946,48.861,39.991186,0,1.448822,-10.545,20.3093015,0,0.44013876,0.501852855,0.44701317,0,24.8,97,0,0
10,3,2,344,50,-10.5695,3.4354501,33.234298,48.2715,39.967035,0,1.48040775,-10.545,14.835571,0,0.4434778,0.51139662,0.45045322,0,24.2,98,0,0
10,4,2,344,50,-11.386,3.39487735,33.17284,47.664,40.0676,0,1.3581848,-11.4535,11.365796,0,0.45045245,0.5441152,0.45728132,0,24,99,0,0
10,5,2,344,50,-13.4755,3.3656598,32.870666,47.301,37.4616135,0,1.4419556,-11.4535,10.5238005,0,0.13878752,0.62688256,0.14031866,0,23.8,99,0,0
10,6,2,344,50,-3.06975,3.38859285,30.8035195,47.61225,43.28254025,2.781372,41.3346863,-6.6305,11.1586555,0.05052124,0.06939376,0.392977293,0.070159383,0.064975225,23.5,98,0,0
10,7,2,344,50,7.336,3.4115259,28.736373,47.9235,49.103467,5.562744,81.227417,-6.5825,11.7935105,0.10104248,0,0.159072025,1.06E-07,0.12995045,24.6,96,0,162.3
10,8,2,344,50,55.9475,3.5374394,30.8438325,49.971,48.3487855,41.2902835,84.457397,-6.5825,30.9841865,1.6543765,0.06952322,0.54084225,0,2.2232182,26.8,85,0,451.3
10,9,2,344,50,64.9465,3.7577855,33.20229,53.283001,41.718468,49.5812975,88.57727,-12.5705,61.1858035,3.3909,0.50968117,0.75933565,0,4.273654,28.5,77,0,555.8
10,10,2,344,50,61.635,3.9353485,34.865542,55.4805,33.9597705,37.529295,89.27902,-14.4825,77.283862,2.9790313,0.506614,0.701548065,0,3.0310738,29.8,70,0.1,685.1
10,11,2,344,50,13.5895,4.01338615,35.928297,56.3835,32.9199015,27.908936,90.494383,-14.744,84.033008,1.5247142,0.7870445,0.833084265,9.07E-05,0.689678,30.7,65,0.1,717.2
10,12,2,344,50,0.4335,4.0255092,36.6210135,56.52,32.6335585,19.6154785,90.343322,-15.0435,85.13693,1.1738164,0.88960177,0.85639251,0.000457696,0.2305602,31.3,62,0,768.4
10,13,2,344,50,0.512,4.02444815,36.9744165,56.523,32.5527385,18.927002,91.3224775,-15.1495,85.212113,1.1151936,0.89177006,0.8501217,0.000603594,0.16261823,31.8,59,0,871.1
10,14,2,344,50,-0.2035,4.02241495,37.174169,56.4765,32.7387125,18.666992,91.094515,-15.1655,85.077057,1.0666099,0.86783844,0.85702317,0.006096664,0.14834271,32,57,0,825.3
10,15,2,344,50,1.6405,4.0257948,37.3649575,56.527501,32.6083485,18.0371095,90.152435,-15.1655,85.260115,1.0144761,0.81394637,0.8588578,0.000317231,0.15416658,32,57,0,818.1
10,16,2,344,50,-4.8145,4.02608775,37.291971,56.529,32.6652685,17.718506,92.390898,-15.19,85.3195225,1.0404791,0.8501373,0.83690472,0.001171863,0.14189474,31.4,58,0,689
10,17,2,344,50,-2.5885,4.0159622,37.213861,56.394,32.8727775,15.640869,88.7860105,-15.5045,84.2601,1.005029,0.9750877,0.87450985,0.056892607,0.07115214,30.2,66,0,516.8
10,18,2,344,50,-12.7195,3.962346,36.321395,55.617001,32.2434905,4.9157715,67.0152275,-18.093,79.096055,0.18517105,0.97604126,1.01345675,0.7565226,0,28.5,74,0,118.4
10,19,2,344,50,-18.9725,3.88499645,34.692688,54.5295,32.1959155,0,25.03646835,-18.518,71.015655,0,1.0776738,1.011636775,1.0839247,0,28.5,74,0,0
10,20,2,344,50,-19.8225,3.79898475,33.192048,53.316001,32.20547,0,0.146942135,-19.102,62.060875,0,1.0394193,1.04837115,1.0466212,0,28.2,78,0,0
10,21,2,344,50,-19.7145,3.70986315,32.910359,52.077001,34.5040195,0,0.26916504,-19.6775,52.9776115,0,1.0048202,0.9993106,1.0118251,0,27.4,83,0,0
10,22,2,344,50,-20.133,3.6368073,32.982063,51.0825,35.665348,0,0.287017825,-19.102,44.078272,0,0.9728552,1.008031435,0.98029107,0,27,86,0,0
10,23,2,344,50,-17.024,3.5892813,33.0127915,50.379,36.4525025,0,0.34606934,-16.6135,36.8197175,0,0.8604237,0.83608025,0.8671953,0,26.7,85,0,0
11,0,3,345,50,-15.907,3.56119165,33.0345575,49.992,37.00095,0,1.36779787,-15.6585,32.2048975,0,0.63914454,0.783563175,0.6448333,0,26.4,86,0,0
11,1,3,345,50,-11.7725,3.5361722,33.12803,49.6125,37.73646,0,1.8374634,-11.9795,27.8845425,0,0.47863558,0.59562712,0.48584184,0,25.2,91,0.1,0
11,2,3,345,50,-9.7395,3.51395965,33.154915,49.299,37.4462865,0,1.5628052,-10.278,24.8533475,0,0.16222082,0.4702447,0.16465467,0,25.1,92,0,0
11,3,3,345,50,-10.1975,3.4550711,33.147234,48.528001,38.0519295,0,1.51199343,-10.278,16.889011,0,0.7165775,0.49734139,0.72697973,0,24.6,95,0,0
11,4,3,345,50,-12.3045,3.4085815,33.144673,47.895,38.333176,0,1.4598084,-12.316,12.5780415,0,0.46101958,0.591873685,0.46776104,0,24.5,97,0,0
11,5,3,345,50,-13.147,3.37391985,33.126745,47.4,38.35425,0,1.44332885,-12.316,10.816491,0,0.30526087,0.62587052,0.30834508,0,24.3,98,0,0
11,6,3,345,50,3.099166667,3.4224606,32.43577367,48.143,41.20948867,9.366455,29.42001257,-10.84433333,17.073904,0.532757533,0.230759893,0.521300663,0.205563457,0.745029133,24.1,99,0,0
11,7,3,345,50,19.34533333,3.47100135,31.74480233,48.886,44.06472734,18.73291,57.39669629,-8.454666669,23.331317,1.065515067,0.156258917,0.416730807,0.102781835,1.490058267,25.5,96,0,141.2
11,8,3,345,50,35.5915,3.5195421,31.053831,49.629,46.919966,28.099365,85.37338,-8.454666669,29.58873,1.5982726,0.08175794,0.31216095,2.12E-07,2.2350874,27,89,0,421.6
11,9,3,345,50,70.9445,3.75176825,33.992296,53.545501,38.997062,65.4626475,80.753632,-8.5815,62.862222,3.6083155,0.4643966,0.454519595,0,4.641181,28.4,81,0.3,613
11,10,3,345,50,61.435,3.9530787,35.469904,55.902,32.8951565,52.392578,85.616455,-11.2855,80.856055,3.2158816,0.4731933,0.635165465,0,2.9459906,30,69,0,661.4
11,11,3,345,50,11.097,4.0205875,36.834848,56.491501,31.96113,25.134277,88.1337,-15.054,85.014695,1.4169924,0.8174181,0.85869902,0,0.5428789,31.3,61,0,805.4
11,12,3,345,50,1.164,4.0252564,37.420017,56.523001,31.640454,20.169678,88.7077325,-15.1905,85.3370875,1.1792821,0.93478984,0.8511202,0.000513053,0.19101918,31.9,59,0,744.2
11,13,3,345,50,2.8835,4.0270508,37.336787,56.553,31.4480875,19.1674805,89.434205,-15.261,85.3605,1.1628969,0.9344186,0.86289211,2.66E-05,0.16649769,31.6,61,0,693.4
11,14,3,345,50,2.8045,4.0275228,37.5723885,56.5515,31.285975,19.250488,90.834962,-15.501,85.47658,1.1766436,0.9662059,0.88592045,0,0.14870082,31.8,60,0,458.5
11,15,3,345,50,0.874,4.025228,37.5186125,56.478,31.04702,18.54126,88.00461,-15.6675,85.36761,1.1513733,0.9712555,0.87667873,0.001781071,0.120373465,31.8,59,0,212.6
11,16,3,345,50,0.716,4.0182518,37.0281975,56.4255,30.9779175,20.0891115,81.06674,-15.5945,85.000295,1.1226119,0.9429956,0.942481975,0.004978079,0.11263,28.7,78,1,205
11,17,3,345,50,-4.169,4.0028437,36.128046,56.1825,31.072416,12.33398425,75.7164,-15.5945,82.858298,0.62849754,0.94724137,0.87777345,0.18625924,0.003919695,27.8,79,0,23
11,18,3,345,50,-10.91,3.9480393,34.784875,55.449,31.160782,3.581543,53.3248905,-15.5945,77.53014,0.14422458,0.9088856,0.84900888,0.750657,1.06E-05,27.2,81,0,18.1
11,19,3,345,50,-17.023,3.87911,33.4122725,54.4095,31.357315,0,13.74115001,-16.8105,70.2248825,0,0.93810725,0.9173068,0.94591683,0,27.5,81,0,0
11,20,3,345,50,-19.4905,3.79474035,32.517279,53.2635,32.102883,0,0.182647705,-18.776,61.75325,0,1.0240563,1.03003795,1.0310538,0,26.8,83,0,0
11,21,3,345,50,-18.528,3.7116079,32.878349,52.113001,33.3187785,0,0.196380615,-19.3975,53.1873435,0,0.9383796,0.9737747,0.94497854,0,26.5,85,0,0
11,22,3,345,50,-19.1265,3.64189375,32.9154795,51.129,34.658255,0,0.234832765,-18.776,44.348278,0,0.9725506,0.994866975,0.9791562,0,26.4,85,0,0
11,23,3,345,50,-17.0015,3.59296735,33.00895,50.382,35.3888235,0,0.295257565,-16.7805,36.7878115,0,0.87222457,0.846310065,0.87763125,0,26.2,85,0,0
12,0,4,346,50,-14.2795,3.56399565,33.0486415,49.977,35.914674,0,0.99838259,-14.0735,32.10888,0,0.5813832,0.703700885,0.5868977,0,26,87,0,0
12,1,4,346,50,-10.3305,3.5206834,33.1459525,49.407,36.243755,0,1.2057495,-12.293,26.0796955,0,0.48350966,0.50419868,0.58612746,0,25.8,92,1.5,0
12,2,4,346,50,-11.689,3.4953037,33.0524825,49.0485,36.323864,0,1.20849608,-10.3575,22.3959015,0,0.48973575,0.601312265,0.49615946,0,25.6,92,0.1,0
12,3,4,346,50,-10.6125,3.44910425,33.0115105,48.457501,36.551182,0,1.42684935,-11.5045,16.2909665,0,0.44298807,0.5007077,0.44930452,0,25.2,94,0,0
12,4,4,346,50,-11.7195,3.40467335,32.905237,47.817,36.2682625,0,1.71524048,-11.5045,11.9472715,0,0.46448052,0.55014996,0.47149834,0,25.1,96,0.1,0
12,5,4,346,50,-13.5515,3.3728496,33.3072795,47.3655,37.93175,0,1.64520265,-11.5045,10.7303305,0,0.17191355,0.612969995,0.17365412,0,24.9,97,0,0
12,6,4,346,50,-0.73075,3.39459075,31.067276,47.7000005,40.321196,4.37988275,42.75535633,-6.48425,11.65622175,0.016525675,0.085956775,0.306497062,0.086827087,0.022240259,24.2,97,0,0
12,7,4,346,50,12.09,3.4163319,28.8272725,48.034501,42.710642,8.7597655,83.86551,-6.48425,12.582113,0.03305135,0,2.42E-05,5.30E-08,0.044480518,23.5,94,0,0
12,8,4,346,50,41.12,3.535277,31.048702,49.816501,41.303635,31.558839,77.4330125,-7.3105,30.177327,1.745923,0.11094681,0.48284605,0,2.3314621,25.5,89,0,309.2
12,9,4,346,50,65.597,3.7246401,33.290635,52.8525,37.4808655,53.791502,84.6688845,-12.51,58.022763,2.643453,0.48987192,0.692089215,0,3.2680693,28.4,78,0,698.4
12,10,4,346,50,62.4835,3.88340125,34.512149,54.735001,32.290496,37.529295,85.336305,-12.945,71.9185865,3.164488,0.45446852,0.67410895,0,3.498784,29.9,70,0,727.4
12,11,4,346,50,21.491,4.0083582,35.998723,56.385,31.150732,35.609131,90.1181025,-14.0865,84.113105,1.8002814,0.69763094,0.7952958,0,1.0293177,30.7,67,0,726
12,12,4,346,50,4.369,4.02245615,36.727289,56.508001,30.8355255,20.2526855,91.59027,-14.702,84.990505,1.191201,0.8572624,0.83070045,0,0.27445632,31.1,65,0,613.4
12,13,4,346,50,1.7165,4.02434675,37.110145,56.52,30.669937,18.41918925,91.417235,-14.976,85.234465,1.1212099,0.88696307,0.84671313,0.000310309,0.17360725,31.4,61,0,680.5
12,14,4,346,50,2.1305,4.02453775,37.531416,56.529,30.634127,19.2260745,89.769288,-14.976,85.2480525,1.1540035,0.9419344,0.871754015,0.000291888,0.15209761,31.7,59,0,691.6
12,15,4,346,50,1.826,4.0242135,37.863055,56.5215,30.66198,18.6291505,91.150815,-15.202,85.26767,1.126527,0.91677284,0.788307575,0.000268961,0.14760941,31.5,58,0,651.3
12,16,4,346,50,-3.4235,4.0235529,37.5493435,56.5155,30.819792,18.7487795,90.888518,-15.202,85.154765,1.1433165,0.9513322,0.85976433,0.001260721,0.12082197,31,61,0,426.3
12,17,4,346,50,-2.026,4.01201235,36.855335,56.3415,30.811761,16.4343265,83.4191895,-15.544,84.211773,0.8776517,0.92182106,0.874275185,0.054058444,0.05040705,30,68,0,183.4
12,18,4,346,50,-12.4085,3.961512,35.6862965,55.611001,30.712802,4.815674,55.7144165,-17.062,78.87075,0.16851676,0.96524173,0.94365865,0.7692372,0,28.5,76,0,54
12,19,4,346,50,-18.395,3.88501755,34.206125,54.531,30.9940635,0,15.14465346,-18.2095,71.0863975,0,0.98724526,0.99583253,0.9936113,0,26.5,84,0,0
12,20,4,346,50,-19.3025,3.8012036,32.9474905,53.3835,31.2601545,0,0.2293396,-19.0145,62.56801,0,1.0273513,1.01673198,1.0335972,0,27.2,83,0,0
12,21,4,346,50,-19.5495,3.7141423,32.870667,52.1565,32.384399,0,0.319976805,-19.3235,53.507719,0,0.9860886,1.0094157,0.9923866,0,27,84,0,0
12,22,4,346,50,-19.4395,3.6418966,32.9142,51.1485,33.5801555,0,0.339202885,-19.3235,44.61107,0,0.97034544,0.982864135,0.97742885,0,26.8,85,0,0
12,23,4,346,50,-18.567,3.5891018,32.884751,50.409,34.1482165,0,1.18240356,-17.893,36.843296,0,0.90102714,0.90286385,0.90889573,0,26.4,86,0,0
13,0,5,347,50,-13.8265,3.5618438,32.97182,49.989,34.59772,0,1.65893555,-13.5355,31.996895,0,0.6223395,0.67752802,0.6284538,0,24.9,93,1.6,0
13,1,5,347,50,-12.792,3.5332028,33.0115115,49.59,35.071686,0,1.373291025,-12.7405,27.8312325,0,0.5054652,0.63129185,0.5130394,0,24,98,1.2,0
13,2,5,347,50,-11.45,3.50138745,33.069128,49.152001,35.59138,0,1.36642458,-11.173,23.2437255,0,0.45907575,0.55043548,0.46636632,0,23.8,96,0.1,0
13,3,5,347,50,-10.152,3.4563897,33.0307175,48.5865,35.705056,0,1.4241028,-11.173,17.334819,0,0.43214452,0.4689609,0.43906093,0,23.7,96,0,0
13,4,5,347,50,-11.2505,3.4109329,33.0127915,47.925,35.7772985,0,1.57928465,-11.523,12.6621995,0,0.4524078,0.55135019,0.4592792,0,23.6,97,0,0
13,5,5,347,50,-13.003,3.3755904,33.362338,47.428501,36.3196115,0,1.76605225,-11.523,10.8759445,0,0.24051715,0.62302927,0.24296016,0,23.7,97,0,0
13,6,5,347,50,-3.09075,3.39636765,31.57173325,47.7240005,37.77626075,2.630005,40.57319713,-6.57675,11.66854925,0.06911437,0.120258575,0.311538661,0.121480133,0.08668869,23.8,96,0.2,0
13,7,5,347,50,6.8215,3.4171449,29.7811285,48.0195,39.23291,5.26001,79.380342,-0.0005,12.461154,0.13822874,0,4.81E-05,1.06E-07,0.17337738,24.5,97,0,83
13,8,5,347,50,31.9135,3.514712,30.832301,49.521001,39.3142125,23.339844,81.3812275,-0.0005,26.138004,1.0732359,0,0.122224345,0,1.4659542,25.4,92,0,79.4
13,9,5,347,50,59.8565,3.6928331,32.480154,52.3035,37.637023,51.9458,83.0580125,-7.201,52.368584,2.8739016,0.38080013,0.369973,0,3.57249,27,81,0,135
13,10,5,347,50,60.545,3.8895409,34.3367315,55.050001,32.3560115,54.898682,86.277005,-9.5435,74.586602,3.2521172,0.35595325,0.52554487,0,3.7943275,26.8,82,0.5,238.5
13,11,5,347,50,27.2645,4.00580285,35.6030655,56.379,30.953555,37.8527835,89.388887,-12.126,84.082405,1.8390771,0.6401062,0.68395352,0,1.1182259,27.9,75,0.1,273.2
13,12,5,347,50,3.78,4.021562,36.2356015,56.502,30.6348495,20.560303,92.06543,-15.492,85.02709,1.2358122,0.9111316,0.8778495,5.84E-05,0.27225965,29.1,70,0.1,464.4
13,13,5,347,50,2.606,4.01896645,36.6018085,56.478001,30.5652265,19.555664,89.51248,-15.492,85.151585,1.2362345,1.0056177,0.8757829,2.09E-05,0.16016477,29.9,65,0.2,471.1
13,14,5,347,50,1.5685,4.0223027,36.05634,56.4975,30.5419315,19.588623,90.844574,-15.1325,85.12395,1.157809,0.9382466,0.847769625,9.96E-05,0.14525747,30.3,62,0,656.1
13,15,5,347,50,1.3005,4.0205047,35.291922,56.436,30.635092,16.2280275,84.957275,-15.1325,85.06479,1.1872987,0.98406196,0.85498355,0.000184473,0.12722498,30.1,62,0,582
13,16,5,347,50,0.8095,4.0167379,34.69012,56.3955,30.746632,17.966309,78.74588,-15.3575,84.4541925,0.98669714,1.0348282,0.86701075,0.024512205,0.034213614,29.9,63,0,412.6
13,17,5,347,50,-3.8635,3.9904825,33.923157,56.0175,31.031065,10.3381347,79.019165,-15.379,81.75502,0.5979264,0.99214745,0.862441465,0.22276588,0.010115892,29,68,0,106.4
13,18,5,347,50,-12.847,3.9320569,32.9398065,55.209,31.279134,3.0773925,53.2699585,-15.4805,75.8297475,0.10569638,0.9762474,0.850129475,0.86518407,0,27.9,72,0,17.9
13,19,5,347,50,-18.719,3.85827545,33.04224,54.159,32.5647585,0,14.40032945,-18.4485,68.175156,0,1.0245265,1.00103198,1.0308021,0,26,79,0,0
13,20,5,347,50,-19.775,3.7729817,33.1485125,52.95,34.3421585,0,0.28564453,-19.6925,59.3577425,0,1.042721,1.038638,1.0494539,0,26.4,78,0,0
13,21,5,347,50,-20.546,3.6860009,33.13571,51.724501,34.826062,0,0.355682365,-19.6925,50.4687285,0,1.0339861,1.058125685,1.0409646,0,26.5,78,0,0
13,22,5,347,50,-18.8025,3.61841615,33.1830815,50.808,35.3771305,0,0.414733885,-18.5515,41.8369065,0,0.958749,0.9423729,0.96682495,0,26.2,80,0,0
13,23,5,347,50,-17.2505,3.576321,33.2022875,50.2305,36.04982,0,1.34719849,-16.9935,34.7935975,0,0.85206395,0.85462745,0.85905355,0,25.9,83,0,0
14,0,6,348,50,-14.7665,3.54703605,33.224055,49.776,36.3989235,0,1.24694823,-14.761,30.0111315,0,0.6470994,0.733876825,0.6537442,0,25.5,85,0,0
14,1,6,348,50,-11.894,3.51411745,33.207411,49.323,36.6840135,0,0.9901428,-11.9375,25.175616,0,0.5100091,0.585894575,0.5174177,0,25.5,87,0,0
14,2,6,348,50,-12.23,3.4715377,33.161318,48.7815,36.878066,0,0.95581055,-11.9,19.510353,0,0.48801684,0.58124765,0.49561757,0,25.5,87,0,0
14,3,6,348,50,-11.436,3.42425645,33.072969,48.1005,36.612297,0,0.995636,-11.9375,13.9484235,0,0.46425495,0.54892214,0.4722342,0,25.1,91,0,0
14,4,6,348,50,-12.686,3.37780785,33.0319985,47.487,36.5144785,0,1.0835266,-11.408,10.9886015,0,0.44934562,0.62583312,0.45464718,0,25,93,0,0
14,5,6,348,50,-4.759166667,3.390732633,31.94752217,47.668,39.40730117,2.7038575,27.05291774,-8.804000002,11.59035083,0.07323795,0.299563747,0.449575357,0.303098212,0.0961563,24.5,96,0,0
14,6,6,348,50,3.167666667,3.403657417,30.86304584,47.849,42.30012384,5.407715,53.02230887,-4.402,12.19210017,0.1464759,0.149781873,0.273317593,0.151549244,0.1923126,24.7,95,0,0
14,7,6,348,50,11.0945,3.4165822,29.7785695,48.03,45.1929465,8.1115725,78.9917,-0.868,12.7938495,0.21971385,0,0.09705983,2.76E-07,0.2884689,25.1,94,0,98.8
14,8,6,348,50,44.2545,3.52003625,30.65049,49.7295,45.003395,32.85766585,80.749515,-0.868,29.2143345,0.9845931,9.52E-05,0.4666466,0,1.3394966,26.2,89,0.1,263.2
14,9,6,348,50,56.61,3.6599929,32.407174,51.8535,39.7677655,49.068603,84.8185725,-8.7965,48.73287,2.4069426,0.5030232,0.634799475,0,2.835425,28.2,78,0.1,514
14,10,6,348,50,76.12,3.8546782,34.1741175,54.525,32.957015,54.5385725,87.577515,-12.3525,70.0132,3.5578372,0.43138444,0.47194119,0,4.3587494,30,68,0,649.5
14,11,6,348,50,31.6225,3.99369895,35.35082,56.28,31.499689,42.0532245,90.076904,-12.7405,83.83306,1.9677433,0.5243771,0.718434815,0,1.3571308,31,62,0,721.8
14,12,6,348,50,3.364,4.02245825,35.8156185,56.499,31.0329555,19.8767085,91.763305,-14.445,85.08843,1.102911,0.74986386,0.816419835,0.000267174,0.30533695,31.4,61,0,633.7
14,13,6,348,50,-2.139,4.02363885,36.2163945,56.5185,30.738277,17.6916505,92.881165,-14.49,85.258902,0.98211795,0.76599634,0.818991365,0.000654031,0.17453793,30.5,65,0,577.3
