day,hour,dayofweek,dayofyear,weekofyear,Core Ess Current Avg,Core Ess Brick Min Voltage Avg,Core System Ambient Temp Avg,Core System Link Voltage Avg,Core System Humidity Avg,Core Mppt Output Current Avg,Core Mppt Array Voltage Avg,Core Sum of Load Current Avg,Core Ess Max Soc Avg,Metric Solar Energy Provided Asum,Metric Load Energy Used Asum,Metric Load Measurement Avg,Metric Battery Energy Provided Asum,Metric Battery Energy Consumed Asum,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),direct_normal_irradiance (W/m²)
14,14,6,348,50,2.8715,4.0232806,36.4532735,56.532,30.7102965,18.02124,92.92511,-14.5045,85.2644375,1.0110888,0.8093673,0.83111299,7.80E-05,0.15080948,30.3,66,0.1,199
14,15,6,348,50,2.3985,4.022991,36.594124,56.5275,30.5541945,17.243652,92.167055,-14.6955,85.2446475,1.0206027,0.8317733,0.820186385,0.000116876,0.14043963,30.9,63,0,358.5
14,16,6,348,50,-1.043,4.0189963,36.2099915,56.46,30.564094,17.9309085,85.99823,-14.7775,84.835185,1.0833802,0.91919327,0.834489825,0.012729465,0.10896276,27.5,79,1.7,322.5
14,17,6,348,50,0.422,4.0155268,34.9910265,56.4225,30.8012645,18.36425775,84.75128,-15.287,84.56287,1.0503598,0.9524255,0.8636533,0.032916877,0.11391725,27.1,79,0.1,30.2
14,18,6,348,50,-9.0605,3.9711496,33.35978,55.7985,31.2144265,7.4523925,64.286499,-15.294,80.0653,0.24913985,0.9580932,0.8511234,0.66708356,0.001221633,26.2,82,0,17.8
14,19,6,348,50,-18.151,3.8997218,33.158757,54.7365,32.846526,0,24.2124939,-17.9675,72.455825,0,1.0020562,0.98243445,1.0099885,0,26.3,83,0,0
14,20,6,348,50,-19.3645,3.8201841,33.266307,53.6535,34.849619,0,0.609741225,-18.8245,64.44162,0,1.0059803,1.0325932,1.012335,0,26.2,84,0,0
14,21,6,348,50,-19.1225,3.735449,33.2343,52.4415,35.452517,0,0.83221435,-18.8245,55.617189,0,0.9958812,0.98768845,1.0023636,0,26,86,0,0
14,22,6,348,50,-16.3365,3.66558225,33.225333,51.477001,35.91762,0,1.2057495,-16.23,48.3770275,0,0.8915894,0.83346997,0.8984974,0,25.8,88,0,0
14,23,6,348,50,-15.9015,3.61478855,33.23686,50.755501,36.23918,0,1.075286875,-16.1695,41.3152865,0,0.8123921,0.8210108,0.8189636,0,25.5,90,0,0
15,0,0,349,51,-14.614,3.5874694,33.250946,50.3085,36.872385,0,0.92697145,-14.2645,35.6861955,0,0.6627942,0.71601854,0.6693876,0,25.1,91,0,0
15,1,0,349,51,-12.9955,3.5603378,33.221495,49.98,37.1695595,0,0.8692932,-12.714,31.863836,0,0.49477038,0.635645215,0.50163645,0,24.9,95,0,0
15,2,0,349,51,-10.492,3.5326221,33.209974,49.581,37.0041215,0,0.84457395,-10.4015,27.695035,0,0.43569824,0.51568924,0.44309905,0,25,94,0,0
15,3,0,349,51,-10.3855,3.4998306,33.165159,49.131001,36.877615,0,1.13296507,-10.4015,22.9973305,0,0.4342285,0.509884135,0.44097665,0,24.7,94,0,0
15,4,0,349,51,-13.0745,3.450992,33.161318,48.522,36.951206,0,1.1782837,-12.974,16.7382635,0,0.4589272,0.630042,0.46604443,0,24.6,92,0,0
15,5,0,349,51,-13.7095,3.4008146,33.1830845,47.8065,37.0281625,0,1.31149295,-12.974,12.065151,0,0.5632734,0.654959625,0.5697245,0,24.2,94,0,0
15,6,0,349,51,-12.8275,3.3672831,32.764393,47.379,37.2387415,0,1.222229,-12.8305,10.680282,0,0.1941597,0.60763821,0.1962717,0,23.9,95,0,0
15,7,0,349,51,13.818,3.4252004,30.1524315,48.189,44.103087,9.5703125,80.061495,-9.0265,14.1097855,0.2360672,0,0.1329323,6.02E-08,0.32690164,24.2,97,0,145.6
15,8,0,349,51,42.637,3.5382295,31.560836,50.0295,43.871662,34.754639,84.251405,-9.0265,31.418604,1.3981246,0.0777838,0.45718145,0,1.8788164,26.1,86,0,435.9
15,9,0,349,51,60.694,3.74016345,33.2611875,52.911,38.114725,47.79541,87.0281975,-11.1305,55.38906,3.4683847,0.40323535,0.57513851,0,4.502113,27.8,77,0,501.9
15,10,0,349,51,64.2945,3.9385984,34.7541465,55.455,32.1459275,51.4208985,89.701995,-12.836,76.69846,2.9390707,0.53088355,0.705239045,0,2.910809,29.2,71,0,584.7
15,11,0,349,51,14.0845,4.01045925,36.030733,56.413501,31.0592375,27.276611,90.56854,-14.559,84.25268,1.5185348,0.81020653,0.82225106,0,0.6598602,30.7,63,0,762.7
15,12,0,349,51,4.4045,4.02186165,36.667108,56.5065,30.489459,19.73877,92.254945,-14.8945,85.0592975,1.1742971,0.8945345,0.8533025,0,0.22208767,30,65,0.3,139.1
15,13,0,349,51,2.031,4.0221633,36.9821025,56.526,30.4461015,18.215332,91.664428,-15.096,85.16135,1.1146394,0.9033602,0.84189547,0.000217863,0.1601541,30.9,58,1.1,104.9
15,14,0,349,51,-0.223,4.02263095,37.0576475,56.508001,30.505804,19.3811035,90.37216,-15.0505,85.17744,1.1250948,0.9259128,0.853455535,0.000419155,0.14263265,30,64,0.2,270.9
15,15,0,349,51,-2.1925,4.015982,37.222826,56.4555,30.42276,18.834229,87.624207,-15.0505,84.8064,1.0647702,0.9093376,0.85099549,0.01833462,0.119034044,29.2,68,0.1,622.7
15,16,0,349,51,2.9415,4.01609205,36.7093675,56.4525,30.5122065,18.901367,88.38501,-14.8415,84.6721175,1.03739,0.8306656,0.82101766,0.012269936,0.17543468,29.2,67,0,476.2
15,17,0,349,51,-6.039,3.99331315,34.6760465,56.1195,30.754306,11.97143515,83.60321,-14.8415,82.393322,0.49488524,0.8563205,0.83572615,0.35401526,0.023438055,27,74,0,127.8
15,18,0,349,51,-15.161,3.93744395,33.4660535,55.2345,33.5118685,1.26342775,54.37271,-15.3815,76.39983,0.035941448,0.8472944,0.853471125,0.8154739,0,25.6,83,0,35.2
15,19,0,349,51,-16.5325,3.87088065,33.608175,54.339,36.756304,0,17.7291871,-16.433,69.60419,0,0.9812897,0.88927415,0.9900374,0,26.6,82,0,0
15,20,0,349,51,-19.3785,3.7893797,33.483978,53.2185,37.5882515,0,0.65231323,-19.1495,61.4276,0,1.0120915,1.0201742,1.0197263,0,27,80,0.1,0
15,21,0,349,51,-19.773,3.7070961,33.3444135,52.053001,38.0538215,0,0.659179675,-19.1495,52.8480825,0,0.9781006,1.00971775,0.98411036,0,26.4,85,0.2,0
15,22,0,349,51,-17.785,3.6436633,33.312403,51.130501,38.177578,0,0.65643312,-17.6995,44.83986,0,0.8519666,0.90597075,0.85857356,0,26.4,85,0,0
15,23,0,349,51,-16.923,3.60304095,33.2919185,50.5275,38.402729,0,0.65643312,-16.577,38.1949195,0,0.7728955,0.8368004,0.78095514,0,25.7,89,0.2,0
16,0,1,350,51,-14.5385,3.5746302,33.3085635,50.106,38.3779785,0,0.708618175,-14.4815,33.707425,0,0.63169503,0.726548125,0.6381392,0,25.5,91,0.1,0
16,1,1,350,51,-10.9155,3.54601425,33.23302,49.7505,38.5665495,0,0.75119017,-11.861,29.9485995,0,0.48546207,0.5492884,0.49222058,0,25.2,92,0.3,0
16,2,1,350,51,-12.0475,3.5156281,33.2599085,49.3305,38.646593,0,0.7951355,-11.0295,25.3875465,0,0.47245198,0.58620699,0.4797037,0,25.1,92,0,0
16,3,1,350,51,-10.1945,3.47368755,33.206131,48.8235,38.748024,0,0.83496095,-11.6015,20.055437,0,0.44412833,0.4934559,0.45077503,0,24.8,93,0,0
16,4,1,350,51,-11.7685,3.4261621,33.1792435,48.165,38.9077615,0,0.92697145,-11.6015,14.44745475,0,0.48426142,0.560829035,0.490336,0,24.5,94,0,0
16,5,1,350,51,-13.3035,3.3842592,33.3124025,47.55,39.2647335,0,1.0272217,-11.6015,11.115885,0,0.4117982,0.615835355,0.41787168,0,24.2,96,0,0
16,6,1,350,51,-1.6315,3.400933825,31.07367925,47.802,41.42373,3.75549325,42.20397935,-6.4985,11.7940515,0.037375065,0.2058991,0.30792974,0.208935867,0.049627805,24.1,92,0.3,0
16,7,1,350,51,10.0405,3.41760845,28.834956,48.054,43.5827265,7.5109865,83.380737,0,12.472218,0.07475013,0,2.41E-05,5.31E-08,0.09925561,24,98,0,77.2
16,8,1,350,51,39.592,3.50695945,30.120423,49.44,43.161893,29.5373535,82.3439,0,24.3828755,1.0683993,0,0.17090305,0,1.4519432,24.2,96,0.1,33.8
16,9,1,350,51,61.9665,3.6955204,32.3879705,52.416,40.92548,51.8823225,87.86041,-9.961,50.359722,3.0717258,0.49694937,0.52103615,0,3.8308663,25.8,84,0,369.2
16,10,1,350,51,66.107,3.8845688,34.52623,54.798,33.749221,50.3759765,87.887877,-12.487,71.726835,3.4545596,0.51198447,0.677602785,0,3.7214088,28.2,71,0,593.5
16,11,1,350,51,22.4855,3.9942565,35.5800185,56.244,32.1535075,39.0820305,89.3202225,-14.447,82.729145,1.8673763,0.8234048,0.815345025,0,1.0049347,29.8,64,0,699.3
16,12,1,350,51,4.755,4.02045,36.476324,56.517,31.769569,20.213623,90.6674195,-15.1325,85.017995,1.2738074,0.96605605,0.85525875,0,0.26833642,30.9,59,0.1,657.4
16,13,1,350,51,1.0535,4.0227108,37.18313,56.5125,31.668726,19.605713,88.39737,-15.449,85.097573,1.2164654,1.0014838,0.8812708,0.000533948,0.16717423,30.9,55,0,681.1
16,14,1,350,51,1.8865,4.022456,37.7465365,56.535001,31.4702075,19.0075685,91.841583,-15.449,85.199645,1.2036237,0.99697423,0.8731858,0.000111081,0.15211003,31.9,52,0,729.8
16,15,1,350,51,0.8835,4.0231817,38.0589685,56.526,31.477172,18.42041,89.1210925,-15.425,85.22736,1.1321675,0.9393603,0.87242998,0.000520602,0.14176917,31.9,49,0,665.4
16,16,1,350,51,-4.6775,4.00392105,37.413616,56.256,31.439222,13.2128908,83.759765,-15.425,83.521775,0.7869331,0.8931022,0.854084635,0.21101612,0.07938011,29.2,65,0.1,225.9
16,17,1,350,51,-10.132,3.96086655,35.206147,55.6155,31.4084835,5.5468751,75.713652,-16.9055,79.089575,0.29226565,0.8763056,0.940124085,0.53707844,0,27.8,75,0,115.9
16,18,1,350,51,-17.2365,3.89856265,33.213814,54.732,33.932581,1.4025879,55.180205,-18.114,72.62767,0.046750765,0.98344624,0.98760508,0.9393103,0,27,80,0,26.2
16,19,1,350,51,-18.6985,3.8164822,33.1958865,53.6055,35.32661,0,18.98162856,-18.114,64.479423,0,1.0276319,1.0121894,1.0343423,0,26,82,0,0
16,20,1,350,51,-17.0555,3.72919905,33.10626,52.392,35.743624,0,0.6742859,-18.717,55.476475,0,1.0542712,0.88122625,1.0603926,0,26,80,0,0
16,21,1,350,51,-19.083,3.65173385,33.152355,51.2505,36.478205,0,0.55618286,-18.843,45.5983835,0,1.086494,0.96567525,1.0941901,0,25.8,81,0,0
16,22,1,350,51,-19.9875,3.592675,33.186925,50.380501,36.9380625,0,0.76629639,-18.843,37.0153615,0,1.0198123,0.99789177,1.0272955,0,25.5,82,0,0
16,23,1,350,51,-17.3195,3.54982425,33.2381415,49.7955,37.470991,0,0.52734376,-17.336,30.818562,0,0.85375804,0.8627101,0.8605647,0,25.2,84,0,0
17,0,2,351,51,-14.67,3.51244615,33.239422,49.306501,37.7731485,0,0.50674438,-14.1225,25.389597,0,0.6037778,0.69755452,0.61069554,0,25,86,0,0
17,1,2,351,51,-12.4365,3.4707228,33.322648,48.789,38.0850205,0,0.59463501,-12.331,19.7298045,0,0.49216855,0.60348883,0.49937636,0,25.2,88,0,0
17,2,2,351,51,-11.9355,3.4240521,33.26375,48.123001,38.0781025,0,0.78277589,-11.999,14.207008,0,0.45799398,0.57521534,0.4648072,0,25.6,85,0,0
17,3,2,351,51,-11.9575,3.3830282,33.156195,47.574,37.920549,0,0.86105345,-11.3675,11.1625595,0,0.46012336,0.53920053,0.46753162,0,25,89,0,0
17,4,2,351,51,-10.489,3.3597264,32.801524,47.298,38.79254,0,0.999755875,-10.4315,10.4996365,0,0.03996449,0.49368928,0.040259,0,24.6,93,0,0
17,5,2,351,51,-5.209666667,3.374023333,31.59883234,47.47450034,42.395532,1.410319,26.82083225,-6.9545,10.83900684,0.012703694,0.026642993,0.329142181,0.026839349,0.015734078,24.2,95,0,0
17,6,2,351,51,0.069666667,3.388320267,30.39614067,47.65100067,45.998524,2.820638,52.64190863,-3.4775,11.17837717,0.025407389,0.013321497,0.164595082,0.013419698,0.031468155,23.8,95,0,0
17,7,2,351,51,5.349,3.4026172,29.193449,47.827501,49.601516,4.230957,78.462985,-0.0005,11.5177475,0.038111083,0,4.80E-05,4.66E-08,0.047202233,24.3,94,0,155.6
17,8,2,351,51,20.05,3.45796175,29.8515475,48.660001,49.61036,15.632324,80.737153,-0.0005,17.588002,0.714519,0,0.1614796,0,0.96069634,26.4,84,0,407.7
17,9,2,351,51,62.1275,3.6024054,31.903986,50.994001,49.1866975,44.8413075,86.635437,-9.823,38.6428805,1.9351625,0.20867454,0.498110385,0,2.5024629,28.2,76,0,563.8
17,10,2,351,51,71.1985,3.8058358,34.1574715,53.751,40.911515,55.943605,87.587128,-14.145,63.460251,3.507357,0.50780135,0.746316065,0,4.4948545,29.5,70,0.1,641.7
17,11,2,351,51,42.4095,3.98321795,35.455818,56.2155,33.4387855,49.22119,88.231202,-14.1515,81.5681475,2.767144,0.6150781,0.79622587,0,2.042353,30.4,65,0.1,764.7
17,12,2,351,51,8.465,4.017872,36.3521215,56.4855,32.5332965,23.449707,91.8869025,-14.8995,84.7615025,1.327202,0.890294,0.8417738,0,0.39262262,31.4,61,0,717.9
17,13,2,351,51,3.392,4.0214012,36.7503385,56.5185,32.329775,20.2941895,93.332977,-15.3835,85.1322175,1.1943529,0.96456724,0.869576565,0,0.18405844,31.3,59,0.1,786
17,14,2,351,51,2.4275,4.0187889,37.0999015,56.511,32.2717245,19.14917,92.2659305,-15.3835,85.2068,1.1737677,0.96523744,0.89223505,5.09E-05,0.1522577,32,56,0.1,763.3
17,15,2,351,51,2.852,4.02120515,37.3611145,56.5095,32.0893965,14.133301,91.2991325,-15.274,85.246435,1.0993047,0.89400244,0.84608535,4.73E-05,0.14832038,31.5,57,0.1,683
17,16,2,351,51,-1.904,4.01234495,37.1357555,56.427,32.361304,14.77905285,89.38751,-15.274,84.6269675,0.94379246,0.94617486,0.861562975,0.054902233,0.08316497,29.2,68,0.3,360
17,17,2,351,51,-6.9885,3.9841405,36.2292,55.969501,32.2267185,9.2687987,77.9026795,-17.4055,81.4376,0.49774474,0.9661966,0.97544227,0.35396242,0.008720692,28.4,72,0.1,178.3
17,18,2,351,51,-16.0215,3.92286895,34.8348105,55.089,32.206829,1.9616699,64.999238,-18.1625,75.13282,0.081840955,0.97387296,1.00993473,0.89182365,0,27.4,77,0,8.7
17,19,2,351,51,-18.179,3.84699045,33.5364725,54.0405,32.386755,0.041503905,27.54959093,-18.3165,67.570863,5.23E-05,0.9624915,0.98533335,0.969216,0,27.2,77,0,0
17,20,2,351,51,-19.339,3.7620595,33.028157,52.8465,35.092594,0,0.124969483,-19.3635,58.8345735,0,1.006508,1.02140455,1.0139695,0,27.5,78,0,0
17,21,2,351,51,-20.3325,3.67939905,32.998707,51.6555,36.094665,0,0.126342775,-19.4935,49.9939515,0,1.0549854,1.05024555,1.0616149,0,27,80,0,0
17,22,2,351,51,-19.686,3.61782535,32.997427,50.7675,36.5517875,0,0.156555175,-19.4935,41.481145,0,0.949031,0.9873301,0.95677656,0,26.8,81,0,0
17,23,2,351,51,-17.1785,3.57867705,33.010231,50.1735,36.86314,0,0.16204834,-17.1175,34.69602,0,0.8008579,0.8603301,0.8063383,0,26.4,82,0.2,0
18,0,3,352,51,-14.1,3.54631465,33.099857,49.741501,37.2466585,0,0.192260745,-14.293,29.8566325,0,0.66667724,0.70955226,0.67305887,0,25.9,87,0.3,0
18,1,3,352,51,-12.521,3.50580835,33.098579,49.239,37.516993,0,0.223846435,-12.6495,24.486306,0,0.5333302,0.622211575,0.5405413,0,25.4,90,0,0
18,2,3,352,51,-11.0685,3.4645284,33.0921765,48.684001,37.9288735,0,0.259552,-11.222,18.534274,0,0.44619873,0.53217896,0.45365205,0,25.4,88,0,0
18,3,3,352,51,-11.1195,3.4168891,33.088338,48.0525,37.68967,0,0.28976441,-11.222,13.4953545,0,0.44826907,0.5367616,0.45458648,0,25.1,90,0,0
18,4,3,352,51,-12.117,3.3768191,33.140831,47.4855,37.9944435,0,2.10388183,-11.222,11.0084455,0,0.37236595,0.56960087,0.3774495,0,24.2,92,0.3,0
18,5,3,352,51,-0.26075,3.402814325,32.10693525,47.90475,40.56091463,6.18927,22.58686013,-9.005375,14.02629725,0.234554113,0.279274463,0.533911728,0.283087156,0.326592425,24,94,0.1,0
18,6,3,352,51,11.5955,3.42880955,31.0730395,48.324,43.12738575,12.37854,43.06983842,-6.00375,17.044149,0.469108225,0.186182975,0.498222585,0.188724813,0.65318485,23.8,97,0,0
18,7,3,352,51,23.45175,3.454804775,30.03914375,48.74325,45.69385688,18.56781,63.55281671,-3.002125,20.06200075,0.703662338,0.093091488,0.462533443,0.094362469,0.979777275,25,94,0,164.7
18,8,3,352,51,35.308,3.4808,29.005248,49.1625,48.260328,24.75708,84.035795,-3.002125,23.0798525,0.93821645,0,0.4268443,1.25E-07,1.3063697,26.4,83,0,400.1
18,9,3,352,51,64.3885,3.6779106,32.116536,52.11,42.598541,49.969484,84.429935,-10.3675,48.671105,2.9745827,0.37999338,0.53408145,0,3.858727,28.5,72,0,585.9
18,10,3,352,51,71.133,3.8889821,34.8885925,55.056001,34.4710465,55.880127,85.355528,-10.876,73.40169,3.8146868,0.42966646,0.604587025,0,4.194129,30.1,63,0,759.8
18,11,3,352,51,20.255,4.0072779,36.455839,56.439,32.349607,34.024658,89.314725,-14.487,83.839965,1.7250836,0.7792398,0.81785792,0,0.88386965,31.3,59,0,808.2
18,12,3,352,51,4.7545,4.01929685,37.2535565,56.514001,31.879708,12.451172,89.872285,-15.147,85.02493,1.197834,0.9034431,0.85621665,0,0.24848714,31.6,58,0,659.4
18,13,3,352,51,3.0495,4.0219595,37.71068,56.5305,31.8770215,13.9782719,89.5578,-15.4105,85.18544,1.2031832,0.98730123,0.87656162,1.61E-05,0.16425213,31.4,57,0,757
18,14,3,352,51,2.6145,4.0217708,38.1076235,56.532,31.8478835,19.1064455,92.56256,-15.4105,85.1649025,1.1282753,0.9236656,0.8709852,2.42E-05,0.14900455,31.8,58,0,791.5
18,15,3,352,51,1.279,4.021596,37.6825125,56.508001,31.7470235,18.376465,87.66678,-15.4105,85.12159,1.0792499,0.90649444,0.83013343,0.001391969,0.1296595,31.6,58,0,743.9
18,16,3,352,51,-4.188,4.0006268,36.5954075,56.205001,31.710928,14.741211,80.833285,-18.3395,83.0512,0.74168056,1.0378479,1.031922825,0.23824964,0.02161984,30,64,0,188.9
18,17,3,352,51,-12.884,3.94504455,34.997425,55.383001,31.63973,4.90966795,75.016022,-18.3395,77.383835,0.24175882,1.0284467,1.02543202,0.76592135,0,28.9,68,0,177.2
18,18,3,352,51,-17.002,3.8741516,33.4839765,54.393,32.0741965,1.270752,63.278505,-18.4795,70.145495,0.044223588,1.0010022,0.965913825,0.95671725,0,27.5,76,0,17.2
18,19,3,352,51,-18.941,3.78768645,33.016633,53.2095,34.766254,0.002441407,27.19390784,-18.9055,61.564267,2.82E-07,1.0252959,1.01015868,1.0315859,0,26.7,79,0,0
18,20,3,352,51,-20.477,3.70254925,32.9948655,51.99,35.547644,0,0.15930176,-19.589,52.4204085,0,1.0401844,1.05317188,1.0462871,0,27.4,74,0,0
18,21,3,352,51,-19.6565,3.6342498,33.021753,51,36.2480265,0,0.15930176,-19.589,43.580666,0,0.9776939,1.0019246,0.98579913,0,27.1,76,0,0
18,22,3,352,51,-19.1365,3.5865194,33.0473615,50.2665,36.862,0,0.17303467,-19.0625,35.824671,0,0.94253784,0.96028278,0.94917375,0,26.6,78,0,0
18,23,3,352,51,-17.6515,3.5400145,33.085775,49.698,37.164838,0,0.195007325,-17.538,29.407793,0,0.8537569,0.8726486,0.86074686,0,26.2,83,0,0
19,0,4,353,51,-14.509,3.4977906,33.130588,49.1025,37.259425,0,0.230712895,-14.2165,23.399678,0,0.61602485,0.698040185,0.6226758,0,25.6,84,0,0
19,1,4,353,51,-12.8275,3.44759925,33.084494,48.468001,37.446368,0,1.991272025,-12.075,16.6718045,0,0.49105322,0.58813748,0.4975792,0,25.5,87,0,0
19,2,4,353,51,-11.22,3.40241455,33.0857775,47.869501,37.576261,0,2.07229615,-11.376,12.1790815,0,0.45829213,0.544197125,0.4650382,0,25,89,0,0
19,3,4,353,51,-11.615,3.3723462,33.1920475,47.430002,37.996054,0,1.53396605,-11.31,10.805043,0,0.26659462,0.535853265,0.270726,0,24.6,91,0,0
19,4,4,353,51,-2.6295,3.40073248,32.5029567,47.8602018,40.0732506,5.1713867,18.19802884,-10.4792,14.3285434,0.32353642,0.229884326,0.506294607,0.216580853,0.45196634,24.3,95,0,0
19,5,4,353,51,6.356,3.42911876,31.8138659,48.2904016,42.1504472,10.3427734,34.86209163,-9.6484,17.8520438,0.64707284,0.193174032,0.476735949,0.162435706,0.90393268,24,99,0,0
19,6,4,353,51,15.3415,3.45750504,31.1247751,48.7206014,44.2276438,15.5141601,51.52615442,-8.8176,21.3755442,0.97060926,0.156463738,0.447177291,0.108290558,1.35589902,23.1,98,0.7,0
19,7,4,353,51,24.327,3.48589132,30.4356843,49.1508012,46.3048404,20.6855468,68.19021721,-7.9868,24.8990446,1.29414568,0.119753444,0.417618633,0.054145411,1.80786536,24.5,95,0.2,15.8
19,8,4,353,51,33.3125,3.5142776,29.7465935,49.581001,48.382037,25.8569335,84.85428,-7.9868,28.422545,1.6176821,0.08304315,0.388059975,2.64E-07,2.2598317,26,85,0,344.2
19,9,4,353,51,66.1735,3.7622511,33.373867,53.3685,41.5562305,53.1652835,79.763487,-12.2175,59.56759,3.4509506,0.45620167,0.669597455,0,4.420031,28.4,74,0,610.2
19,10,4,353,51,63.675,3.93644355,35.3213735,55.5105,33.59017,53.107911,84.144287,-12.3125,76.935353,3.092331,0.54471546,0.67719499,0,3.0298963,30.5,61,0,817.6
19,11,4,353,51,13.6225,4.010078,36.5006525,56.427,32.502081,22.375489,84.418947,-12.8445,84.066607,1.5397881,0.8319762,0.850720515,0,0.6536764,31.7,54,0,814.3
19,12,4,353,51,5.447,4.0205803,37.06021,56.529,32.313059,17.675781,88.6816425,-12.8445,85.207868,0.6648092,0.37431684,0.72621514,0,0.2574581,32.4,52,0,814.7
19,13,4,353,51,2.311,4.0257618,37.4558715,56.595001,32.174851,8.68774425,91.93497,-4.552,85.52608,0.46194175,0.25744694,0.25755705,0,0.16893351,32.1,50,0,803.9
19,14,4,353,51,1.922,4.02626515,37.838726,56.5965,32.1253015,8.2250977,91.532595,-4.552,85.585707,0.4464741,0.25762966,0.257627295,0,0.15007198,32.9,47,0,818.3
19,15,4,353,51,2.137,4.02639985,38.06793,56.5965,32.2004635,8.100586,93.64746,-4.5525,85.592615,0.43901503,0.25770202,0.25779009,0,0.14379656,32.8,46,0,759.7
19,16,4,353,51,-0.5125,4.0263257,38.1729285,56.5965,32.174323,8.0383303,93.659822,-4.555,85.57158,0.43668267,0.2575804,0.257655605,0.00023772,0.14213991,32.7,46,0,677.9
19,17,4,353,51,-0.8165,4.02352715,37.678671,56.539501,32.0524165,6.7736815,83.475495,-4.5555,85.232203,0.39624473,0.25745532,0.25751379,0.000709098,0.078822285,31.6,47,0,557.4
19,18,4,353,51,-10.888,3.977627,35.865561,55.8735,31.547705,3.05542,65.7270815,-13.312,80.86572,0.13661307,0.75220907,0.739713915,0.6406491,0.000598752,28.1,68,0,128.1
19,19,4,353,51,-17.7505,3.9045886,33.946205,54.789,31.730802,0.13549805,27.88879348,-17.523,73.214415,0.000399034,0.9863008,0.964045785,0.9938159,0,26.6,82,0,0
19,20,4,353,51,-18.8515,3.8216702,32.7656725,53.671501,32.173108,0,0.102996825,-18.696,64.8755435,0,1.0295284,1.012535835,1.036994,0,27,82,0,0
19,21,4,353,51,-20.08,3.73193325,32.98078,52.446,34.699649,0,0.113983155,-19.459,55.868388,0,1.0412406,1.04875318,1.0436672,0,26.8,82,0,0
19,22,4,353,51,-19.6105,3.6587436,33.033279,51.3525,35.8196465,0,0.134582523,-19.459,47.7000065,0,0.96929085,0.99318173,0.9741904,0,26.6,82,0,0
19,23,4,353,51,-19.4045,3.60593325,33.065287,50.554501,36.553485,0,0.16067505,-19.264,39.6714575,0,0.92223155,0.97337158,0.9296752,0,26.2,82,0,0
20,0,5,354,51,-15.726,3.5680319,33.139552,50.0685,37.2759225,0,0.204620365,-15.5055,33.4099455,0,0.70362395,0.778365865,0.7113016,0,25.9,83,0,0
20,1,5,354,51,-12.9565,3.5430374,33.22534,49.6905,38.1440985,0,1.314239515,-12.91,29.3551635,0,0.5384796,0.643798055,0.5461605,0,24.9,90,0,0
20,2,5,354,51,-10.9895,3.5062982,33.2650295,49.251,38.551527,0,1.60812375,-11.406,24.632549,0,0.47979647,0.54262717,0.48629758,0,24.4,92,0,0
20,3,5,354,51,-11.5055,3.4654952,33.259909,48.720001,38.581608,0,1.2675476,-11.406,19.0730655,0,0.46525702,0.5563883,0.47199342,0,23.9,96,0,0
20,4,5,354,51,-12.7195,3.4170544,33.240704,48.042,38.3534605,0,1.08764648,-12.512,13.821458,0,0.49276823,0.5990703,0.5000812,0,23.6,97,0,0
20,5,5,354,51,-13.5365,3.3776407,33.2599085,47.493,38.6522515,0,1.010742175,-12.512,11.029689,0,0.39735314,0.631556715,0.4020838,0,23.5,98,0,0
20,6,5,354,51,-1.4375,3.3959408,30.77024125,47.76525,43.05963,3.5894775,42.71758984,-6.6625,11.71731025,0.041584373,0.19867657,0.315802463,0.201041929,0.060298153,23.2,99,0,0
20,7,5,354,51,10.6615,3.4142409,28.280574,48.0375,47.4670085,7.178955,84.4244375,-4.317,12.4049315,0.083168745,0,4.82E-05,5.81E-08,0.120596305,24,99,0,119.5
20,8,5,354,51,46.3965,3.54317215,30.816956,50.049,46.062088,34.174805,72.108765,-4.317,30.419187,1.6194881,0.11371774,0.22251247,0,2.2902124,25.6,88,0,97
20,9,5,354,51,82.0165,3.77553105,33.3597775,53.583,39.8960815,37.504883,85.2896125,-8.27,62.2852735,3.675541,0.29202566,0.431084935,0,4.9157276,28.1,73,0,492.3
20,10,5,354,51,54.3055,3.9711795,34.646589,56.163,33.0212785,39.6752922,91.9693,-8.2805,80.7985225,2.95521,0.3607547,0.466498215,0,2.5761535,29.8,64,0,694.3
20,11,5,354,51,8.553,4.0177336,35.653001,56.5335,32.22384,20.2697755,93.923495,-13.98,84.832085,1.1089419,0.59519124,0.79027954,0,0.46829405,31.3,55,0,847.6
20,12,5,354,51,2.8585,4.0223555,36.270172,56.556001,31.8714735,18.358154,93.937225,-14.434,85.333357,0.9462538,0.70778346,0.816020575,0.000201305,0.1941661,31.9,51,0.1,857.1
20,13,5,354,51,1.587,4.022876,36.842531,56.5455,31.817225,18.560791,85.07538,-15.361,85.3602275,1.1528618,0.9409637,0.86853004,0.000144389,0.15011641,31.4,52,0.1,754.4
20,14,5,354,51,1.963,4.023192,37.4084915,56.5515,31.5190455,19.1271975,85.742797,-15.361,85.369795,1.1663585,0.9576124,0.875249625,0.000324524,0.14621791,32.2,50,0,782.3
20,15,5,354,51,0.9685,4.02140485,37.7375715,56.512501,31.511917,19.87304675,84.28711,-15.3245,85.18747,1.1762491,0.9762529,0.86666539,0.00654231,0.14297879,32.6,45,0,784.6
